PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
866,0,3,"Smith, Mr. Albert",male,,1,2,246359,7.88,,S
867,1,1,"Larsson, Mrs. Anna",female,43.2,1,0,176908,101.27,C77,S
868,1,1,"Miller, Mr. Harry",male,31.6,0,0,347072,204.42,,Q
869,1,3,"Carlsson, Mrs. Nellie",female,29.7,0,2,360124,26.13,,S
870,0,3,"Moore, Mr. Frank",male,39.9,0,2,148241,0.04,,S
871,1,2,"Jones, Mr. Thomas",male,,1,1,195070,37.42,,S
872,1,2,"Davis, Mr. Arthur",male,51.0,3,0,258566,6.92,,Q
873,0,3,"Brown, Mr. Albert",male,18.0,0,1,132573,4.91,,S
874,1,2,"Kelly, Mrs. Ada",female,38.2,0,0,355718,6.68,E10,S
875,0,1,"Smith, Mr. Henry",male,49.1,0,2,130215,89.04,,S
876,1,1,"Jones, Mr. Henry",male,9.7,0,0,167114,72.75,,Q
877,1,3,"Peterson, Mrs. Rose",female,24.2,0,1,254736,17.07,,C
878,0,3,"Peterson, Mrs. Rose",female,45.0,0,0,323662,10.84,,S
879,0,1,"Brown, Mr. William",male,,0,0,221611,28.43,,C
880,0,2,"Nilsson, Mr. James",male,26.6,1,1,174067,27.15,,C
881,0,2,"Larsson, Mr. Harry",male,,1,1,210631,12.73,F1,S
882,0,3,"Brown, Mr. Albert",male,42.4,3,0,287396,18.48,,S
883,1,1,"Taylor, Mr. Robert",male,45.6,0,2,136327,79.98,,S
884,0,1,"Larsson, Mrs. Ethel",female,,0,0,263437,71.09,,S
885,0,3,"Taylor, Mr. Albert",male,12.1,0,0,319501,37.53,,C
886,0,1,"Miller, Mr. James",male,32.2,0,0,211872,10.17,,S
887,0,3,"Smith, Mr. William",male,,0,0,104768,1.83,,S
888,1,2,"Miller, Mrs. Ethel",female,24.8,1,0,217990,9.22,,S
889,1,1,"Williams, Mrs. Elizabeth",female,38.5,0,1,236263,114.31,,C
890,0,2,"Johnson, Mr. Walter",male,19.1,3,0,212416,10.39,,S
891,1,3,"Kelly, Mrs. Rose",female,0.4,1,0,106634,8.72,,S
892,1,3,"Nilsson, Mr. Thomas",male,,1,1,209291,1.95,,C
893,0,3,"Moore, Mr. Thomas",male,29.9,1,1,359082,18.09,,C
894,0,2,"Andersson, Mr. Frank",male,25.1,0,0,141594,3.12,,Q
895,0,3,"Davis, Mr. George",male,12.8,1,0,335737,7.92,,S
896,1,2,"Williams, Mr. Arthur",male,3.6,0,0,319713,1.6,,S
897,1,2,"Davis, Mrs. Anna",female,21.8,2,0,339063,31.36,,C
898,0,3,"Wilson, Mr. Arthur",male,41.6,0,0,388911,1.9,,S
899,1,1,"Clark, Mrs. Clara",female,46.6,0,0,321393,45.85,A102,S
900,1,1,"Taylor, Mr. James",male,,0,1,390123,38.39,,S
901,0,2,"Williams, Mr. Charles",male,17.6,0,0,350891,24.28,E100,C
902,0,1,"Brown, Mr. Henry",male,12.8,0,0,385721,74.2,,S
903,1,1,"Larsson, Mr. Edward",male,36.0,0,2,221155,221.4,,S
904,0,3,"Williams, Mr. James",male,37.9,1,0,135380,2.75,,S
905,1,2,"O'Brien, Mr. William",male,,0,0,367348,37.36,,S
906,1,3,"Larsson, Mr. James",male,0.8,0,2,142159,28.62,,Q
907,0,3,"Peterson, Mr. William",male,16.9,0,2,286337,35.22,,S
908,1,2,"Sullivan, Mrs. Ethel",female,,0,0,125644,16.24,,S
909,0,2,"Smith, Mr. Henry",male,35.8,0,0,383266,4.98,,S
910,0,2,"Murphy, Mr. Albert",male,39.7,1,5,318573,22.49,,S
911,0,3,"Kelly, Mr. Robert",male,31.0,0,0,226540,2.24,,Q
912,0,2,"Clark, Mrs. Elizabeth",female,33.6,0,0,192316,34.48,D148,Q
913,1,3,"Carlsson, Mrs. Helen",female,30.2,0,0,368448,9.91,,S
914,0,2,"Peterson, Mr. John",male,38.6,0,0,154800,20.64,D130,S
915,0,3,"Taylor, Mr. Robert",male,33.4,0,1,311961,35.13,,S
916,1,2,"Murphy, Mr. George",male,29.9,1,0,151128,17.96,,S
917,1,2,"Williams, Mrs. Clara",female,25.2,0,1,186794,5.05,F42,S
918,0,3,"Clark, Mrs. Elizabeth",female,30.1,0,1,378138,9.98,,S
919,0,3,"Brown, Mr. Henry",male,35.8,0,1,169854,6.43,,C
920,0,1,"Nilsson, Mr. George",male,,0,0,280136,79.66,,C
921,1,3,"Wilson, Mr. Harry",male,34.3,1,1,306971,7.75,,S
922,1,3,"Carlsson, Mrs. Alice",female,47.8,0,0,209348,5.74,,C
923,0,3,"Jones, Mr. Thomas",male,32.7,0,0,244533,10.25,,C
924,0,3,"Clark, Mr. Robert",male,19.9,1,1,394317,3.24,,S
925,1,2,"Carlsson, Mr. John",male,,0,0,342210,14.3,,Q
926,1,1,"Smith, Mrs. Bertha",female,,2,0,202278,96.31,,C
927,1,2,"Peterson, Mrs. Mary",female,13.9,0,0,285870,44.58,,S
928,0,3,"Murphy, Mrs. Elizabeth",female,33.7,0,0,234531,6.57,,Q
929,0,3,"Brown, Mr. George",male,,2,0,255164,40.28,,S
930,1,2,"Larsson, Mrs. Emma",female,11.6,1,0,355009,20.89,,S
931,0,1,"O'Brien, Mr. George",male,23.6,0,0,120833,49.92,A144,S
932,0,3,"Kelly, Mr. Henry",male,20.5,1,1,269423,8.98,,C
933,0,3,"Miller, Mr. George",male,22.2,0,0,182062,10.57,,S
934,0,3,"Larsson, Mrs. Ethel",female,42.2,0,1,360793,7.39,,S
935,0,1,"Davis, Mr. Walter",male,38.9,0,0,116720,35.96,,S
936,1,2,"Miller, Mrs. Ada",female,28.7,0,0,126402,19.05,D41,S
937,1,1,"Wilson, Mrs. Edith",female,,1,0,285012,9.8,,S
938,1,3,"Jones, Mr. Frank",male,,0,0,196313,5.03,,S
939,0,1,"Moore, Mr. Charles",male,48.9,0,1,347780,112.32,,S
940,0,3,"Taylor, Mr. Arthur",male,37.3,1,0,363680,1.24,,C
941,1,2,"Smith, Mr. Edward",male,19.1,0,3,305360,21.62,E127,S
942,0,3,"Nilsson, Mr. William",male,39.1,0,0,312778,11.54,,C
943,0,3,"O'Brien, Mr. William",male,,0,0,344592,6.28,,S
944,1,3,"Kelly, Mrs. Emma",female,25.0,0,0,395255,7.63,,S
945,1,2,"Johnson, Mrs. Rose",female,35.1,1,0,379907,15.24,,C
946,0,1,"Nilsson, Mr. Charles",male,18.6,0,0,170582,91.01,,S
947,1,1,"Brown, Mr. John",male,24.2,0,4,264685,85.15,,C
948,0,3,"Nilsson, Mr. Charles",male,30.7,1,0,132207,23.85,,S
949,1,3,"O'Brien, Mrs. Elizabeth",female,22.0,0,0,398565,13.29,,S
950,1,3,"Murphy, Mrs. Elizabeth",female,38.4,0,0,145420,27.0,,S
951,0,3,"Larsson, Mr. George",male,55.2,2,0,317923,1.5,,S
952,0,3,"Smith, Mr. Henry",male,18.4,0,0,233987,23.54,,S
953,1,1,"Larsson, Mrs. Edith",female,5.7,0,0,316058,50.23,,S
954,0,3,"Johnson, Mr. William",male,1.0,0,3,111344,12.22,,S
955,1,2,"Williams, Mr. Joseph",male,26.9,0,0,320226,25.38,,S
956,0,2,"Moore, Mr. Thomas",male,,0,0,266487,6.26,,S
957,0,3,"Murphy, Mr. Albert",male,31.9,0,0,221797,8.94,,S
958,1,1,"Peterson, Mr. Arthur",male,30.9,1,0,224001,154.77,,S
959,1,1,"Carlsson, Mrs. Nellie",female,,0,0,102005,182.21,,S
960,1,3,"Wilson, Mrs. Ethel",female,3.6,0,0,294029,6.24,,C
961,1,1,"Clark, Mr. Edward",male,33.1,1,0,269730,99.0,,S
962,1,3,"Sullivan, Mrs. Clara",female,30.9,0,2,182598,7.5,,S
963,0,2,"Davis, Mr. Arthur",male,23.0,1,1,389034,3.62,,S
964,0,2,"Johnson, Mrs. Elizabeth",female,5.8,0,0,101390,42.44,F104,S
965,0,2,"Kelly, Mr. Frank",male,35.6,0,0,367549,6.25,,S
966,1,2,"Murphy, Mrs. Emma",female,46.8,2,1,397538,74.4,,S
967,0,3,"Peterson, Mrs. Clara",female,32.9,0,3,136527,3.09,,S
968,0,2,"Peterson, Mr. Joseph",male,17.1,5,2,103879,34.56,,S
969,1,3,"Wilson, Mrs. Rose",female,29.6,0,2,314175,22.3,,S
970,1,3,"O'Brien, Mrs. Edith",female,9.9,0,0,137731,7.56,,S
971,1,3,"Williams, Mrs. Florence",female,43.8,0,2,315269,13.5,,S
972,0,3,"Kelly, Mr. Thomas",male,30.1,0,1,131445,7.73,,S
973,1,3,"Davis, Mrs. Ethel",female,4.2,1,0,341253,5.11,,S
974,1,2,"Jones, Mrs. Ada",female,24.8,1,0,276625,22.86,,S
975,0,1,"Peterson, Mr. Thomas",male,35.5,1,0,390343,121.96,,S
976,1,2,"Davis, Mrs. Ethel",female,24.3,0,0,214886,8.73,,S
977,0,3,"Johnson, Mr. Edward",male,25.1,0,0,372705,28.39,,S
978,0,1,"Nilsson, Mr. Albert",male,,0,0,244778,80.98,C138,C
979,0,3,"Nilsson, Mr. Robert",male,,0,0,229520,10.74,,S
980,0,3,"Williams, Mr. William",male,19.9,1,0,378985,10.99,,S
981,0,2,"Miller, Mr. Robert",male,,0,0,191013,41.66,,S
982,0,3,"Moore, Mr. Henry",male,23.8,0,1,275240,8.42,,S
983,1,1,"Taylor, Mrs. Bertha",female,42.7,1,0,279716,53.71,B2,S
984,1,1,"Taylor, Mr. Edward",male,23.6,1,2,276437,168.07,,S
985,0,3,"Andersson, Mr. John",male,53.3,0,2,266155,28.89,,S
986,0,3,"Smith, Mr. Arthur",male,,0,2,133669,21.98,,S
987,0,3,"Andersson, Mr. John",male,33.7,0,0,156052,3.45,,S
988,1,2,"Wilson, Mrs. Florence",female,,0,0,153449,59.27,,S
989,1,2,"Miller, Mrs. Bertha",female,28.0,0,0,199440,18.43,,Q
990,1,3,"Taylor, Mrs. Margaret",female,25.3,0,0,310213,10.49,,C
991,0,3,"Johnson, Mr. Albert",male,24.8,1,4,231579,22.05,,Q
992,0,3,"Jones, Mr. Albert",male,,0,0,292233,14.51,,S
993,0,2,"Peterson, Mr. William",male,15.9,0,0,219960,11.64,F54,C
994,0,3,"Murphy, Mr. John",male,13.9,0,1,229451,31.7,,C
995,1,2,"Peterson, Mr. Arthur",male,,2,2,113371,15.62,,Q
996,1,1,"Johnson, Mrs. Bertha",female,,0,0,178733,73.95,D53,S
997,0,3,"Smith, Mr. Arthur",male,36.4,1,0,350483,31.52,,C
998,1,1,"Murphy, Mrs. Ada",female,33.3,3,0,387395,129.14,,S
999,0,3,"Carlsson, Mr. Joseph",male,14.2,1,0,248760,17.46,,S
1000,0,2,"Andersson, Mr. Albert",male,37.7,5,0,310461,11.21,E51,S
1001,1,1,"Jones, Mr. Charles",male,27.4,0,1,341998,92.42,E118,Q
1002,0,3,"Murphy, Mr. George",male,32.0,0,0,300891,15.77,,S
1003,0,3,"Jones, Mrs. Edith",female,15.3,0,0,396676,15.49,,S
1004,0,3,"Sullivan, Mr. Henry",male,31.2,0,2,283985,10.69,,Q
1005,0,3,"Kelly, Mr. Robert",male,23.1,0,0,377956,5.84,,S
1006,1,3,"Clark, Mrs. Emma",female,18.3,1,1,125425,23.23,,C
1007,0,3,"Clark, Mr. William",male,39.3,0,1,233161,7.23,,C
1008,0,3,"Moore, Mr. Walter",male,7.5,1,1,190089,11.59,,S
1009,0,2,"Wilson, Mr. Walter",male,36.9,0,0,210901,1.14,,S
1010,0,3,"Peterson, Mr. Henry",male,38.6,0,0,375230,20.65,,S
1011,1,2,"Wilson, Mrs. Helen",female,16.7,3,1,114396,7.42,,Q
1012,1,3,"Larsson, Mrs. Bertha",female,17.5,0,2,320332,15.78,,C
1013,0,3,"Moore, Mrs. Ada",female,25.9,1,0,371278,3.63,,S
1014,0,1,"Nilsson, Mr. Robert",male,32.9,1,0,230480,59.29,D119,S
1015,1,3,"Brown, Mr. Walter",male,,0,0,164002,8.93,,S
1016,1,3,"Andersson, Mrs. Bertha",female,35.1,0,2,249506,5.01,,C
1017,0,1,"Jones, Mr. Robert",male,53.7,0,0,133244,82.32,,S
1018,0,3,"Nilsson, Mr. Robert",male,21.9,1,0,205554,2.89,,S
1019,0,3,"Sullivan, Mr. Joseph",male,5.0,0,0,128730,19.04,,C
1020,1,1,"Kelly, Mr. Albert",male,40.6,0,0,139970,121.42,A50,S
1021,1,3,"Johnson, Mr. George",male,52.6,1,2,378836,5.5,,S
1022,1,2,"Sullivan, Mrs. Florence",female,34.5,0,0,109615,41.27,,C
1023,1,3,"Taylor, Mrs. Bertha",female,13.8,1,0,249657,9.84,,S
1024,0,3,"Larsson, Mr. John",male,,2,0,219461,4.58,,S
1025,0,3,"O'Brien, Mr. Walter",male,13.3,2,0,340707,2.02,,S
1026,0,3,"Andersson, Mr. Thomas",male,38.0,1,0,288658,26.54,,S
1027,1,3,"Peterson, Mrs. Bertha",female,10.1,0,0,223560,6.17,,S
1028,1,3,"Smith, Mr. Thomas",male,24.8,4,0,103514,8.42,,C
1029,1,2,"Carlsson, Mrs. Edith",female,,0,2,356088,11.64,E59,S
1030,0,3,"Miller, Mr. James",male,,0,0,277410,22.48,,S
1031,1,1,"Sullivan, Mr. Robert",male,23.9,0,3,217047,101.03,,S
1032,0,3,"Carlsson, Mr. Arthur",male,31.5,4,0,157533,12.33,,S
1033,1,2,"Johnson, Mrs. Anna",female,29.3,1,0,279601,4.75,F25,S
1034,0,1,"Peterson, Mr. James",male,15.2,1,0,272797,199.31,,S
1035,1,1,"Brown, Mr. Charles",male,37.8,0,0,210324,102.87,,S
1036,0,3,"Kelly, Mr. Henry",male,28.3,1,0,391869,17.06,,S
1037,1,2,"Larsson, Mrs. Bertha",female,,1,0,373574,5.37,,S
1038,0,3,"Johnson, Mrs. Mary",female,60.4,0,0,347029,4.34,,C
1039,0,1,"Miller, Mr. Walter",male,35.7,0,0,382606,73.72,,S
1040,1,2,"Clark, Mrs. Bertha",female,,0,0,110558,18.35,,S
1041,0,3,"Larsson, Mr. Edward",male,48.8,0,0,283830,5.01,,S
1042,0,3,"O'Brien, Mr. James",male,54.8,0,0,222871,3.65,,S
1043,1,2,"Murphy, Mr. George",male,,0,1,253861,10.57,,S
1044,0,3,"O'Brien, Mr. Frank",male,33.9,0,0,242009,8.79,,S
1045,0,3,"Smith, Mrs. Emma",female,15.2,0,1,348068,3.22,,S
1046,0,3,"Brown, Mrs. Mary",female,26.9,0,0,295192,17.16,,S
1047,1,2,"Larsson, Mr. Harry",male,26.2,0,2,183608,26.78,,S
1048,1,1,"Miller, Mr. William",male,31.6,2,0,169018,97.79,,S
1049,0,3,"Smith, Mrs. Edith",female,33.7,0,4,223323,3.41,,S
1050,1,1,"Andersson, Mrs. Bertha",female,36.8,0,0,286088,42.77,,C
1051,0,3,"Brown, Mr. John",male,32.3,0,0,136826,19.52,,S
1052,1,3,"Moore, Mrs. Emma",female,12.0,0,0,132159,12.98,,S
1053,0,3,"Andersson, Mr. Frank",male,15.9,2,0,390111,27.88,,S
1054,0,3,"Jones, Mr. Charles",male,21.4,0,2,265231,25.22,,S
1055,1,3,"Sullivan, Mrs. Emma",female,25.0,0,0,308797,11.04,,Q
1056,1,2,"Johnson, Mr. Frank",male,43.7,4,0,260411,10.25,,C
1057,0,3,"Carlsson, Mr. Frank",male,12.7,0,0,332410,18.89,,S
1058,0,2,"Larsson, Mr. John",male,24.0,0,0,135796,30.27,,S
1059,0,3,"Murphy, Mrs. Anna",female,42.3,0,0,262596,21.98,,Q
1060,1,3,"Brown, Mrs. Florence",female,24.8,0,0,202714,12.84,,C
1061,0,3,"Wilson, Mr. Thomas",male,35.4,5,0,363955,6.15,,S
1062,0,3,"Smith, Mr. James",male,27.0,0,0,251998,15.78,,S
1063,0,3,"Larsson, Mr. Charles",male,32.6,2,0,242024,16.29,,S
1064,1,2,"Moore, Mr. Walter",male,25.8,8,0,251865,27.64,,C
1065,1,2,"Larsson, Mr. Arthur",male,38.3,0,0,221993,11.19,,C
1066,0,3,"Taylor, Mrs. Edith",female,7.4,0,0,277722,15.67,,S
1067,1,2,"Davis, Mr. Harry",male,23.9,0,0,174612,4.05,E125,S
1068,0,1,"Smith, Mr. Henry",male,33.2,0,2,233780,120.96,,Q
1069,1,2,"Jones, Mr. Harry",male,36.5,0,0,181128,18.69,,C
1070,0,2,"Kelly, Mr. William",male,49.9,0,5,126839,9.95,F119,S
1071,0,2,"Murphy, Mrs. Edith",female,23.5,0,0,219981,40.59,,S
1072,0,2,"Davis, Mr. Joseph",male,49.7,2,1,181770,12.49,,S
1073,0,1,"Nilsson, Mr. Frank",male,19.8,0,0,364766,77.19,,S
1074,0,1,"Larsson, Mr. James",male,47.6,1,0,228785,44.7,,S
1075,0,3,"Peterson, Mr. John",male,,2,0,377949,11.63,,S
1076,0,2,"Clark, Mr. Thomas",male,16.2,0,0,292794,24.68,,Q
1077,0,2,"Andersson, Mr. Edward",male,33.3,0,2,258763,11.65,E46,C
1078,0,3,"Smith, Mr. Joseph",male,28.3,0,0,254172,9.77,,S
1079,0,2,"Carlsson, Mr. Thomas",male,37.8,0,0,320299,29.14,F134,C
1080,0,3,"Nilsson, Mr. Thomas",male,25.9,0,0,201736,1.64,,S
1081,0,3,"Kelly, Mr. William",male,,0,3,262403,20.32,,S
1082,0,1,"Jones, Mrs. Helen",female,48.2,0,0,343834,141.68,,C
1083,1,2,"Jones, Mr. Robert",male,27.6,4,0,358316,6.83,,S
1084,0,3,"Johnson, Mr. James",male,40.6,0,0,257823,2.13,,C
1085,0,3,"Larsson, Mr. James",male,,0,0,162983,3.52,,S
1086,0,3,"Taylor, Mr. Frank",male,52.3,0,1,206679,5.2,,S
1087,1,3,"Jones, Mrs. Rose",female,19.5,0,1,223015,3.93,,S
1088,0,1,"O'Brien, Mr. Charles",male,20.4,0,0,171119,106.76,,S
1089,1,3,"O'Brien, Mrs. Anna",female,50.3,3,0,156534,10.25,,S
1090,0,2,"Wilson, Mr. Frank",male,22.8,0,2,231425,21.21,,Q
1091,0,3,"Clark, Mr. Arthur",male,51.4,0,0,178999,21.81,,S
1092,1,3,"Carlsson, Mrs. Emma",female,41.5,0,3,234005,18.74,,S
1093,0,3,"Andersson, Mr. Harry",male,26.8,0,0,292532,31.25,,S
1094,0,3,"Carlsson, Mr. Arthur",male,,0,1,230556,24.74,,C
1095,1,2,"Williams, Mr. Charles",male,28.7,0,1,145708,14.09,,S
1096,1,1,"Jones, Mrs. Alice",female,30.4,0,0,342098,96.74,,S
1097,0,2,"Carlsson, Mr. James",male,45.3,0,2,240291,47.88,,C
1098,1,1,"Jones, Mrs. Ethel",female,,0,0,261500,51.17,C92,Q
1099,0,3,"Taylor, Mr. John",male,19.4,0,1,114205,16.74,,C
1100,1,2,"Carlsson, Mrs. Emma",female,40.2,0,2,284003,57.23,F127,S
1101,0,1,"Nilsson, Mr. Arthur",male,,5,0,272961,111.15,,S
1102,1,3,"Davis, Mrs. Margaret",female,44.0,0,0,121576,4.74,,C
1103,0,3,"Nilsson, Mr. John",male,36.0,1,0,188984,2.25,,Q
1104,1,3,"Carlsson, Mrs. Nellie",female,1.8,0,1,323336,5.63,,Q
1105,0,3,"Andersson, Mr. John",male,26.8,0,1,111604,9.93,,S
1106,0,1,"O'Brien, Mr. Walter",male,12.8,0,0,274399,221.49,B93,C
1107,0,2,"O'Brien, Mr. Joseph",male,26.2,0,1,133615,33.83,,S
1108,0,3,"Miller, Mr. Frank",male,,0,0,119879,8.23,,S
1109,0,3,"Clark, Mr. William",male,33.3,0,0,399526,4.98,,S
1110,1,1,"Taylor, Mrs. Elizabeth",female,45.1,2,0,126493,30.21,,Q
1111,1,3,"Clark, Mrs. Elizabeth",female,33.8,1,0,307532,43.11,,S
1112,1,2,"Nilsson, Mr. George",male,10.8,0,0,113828,6.56,,S
1113,1,2,"Jones, Mrs. Mary",female,0.4,0,0,136647,30.14,,Q
1114,0,3,"Brown, Mr. Frank",male,31.1,2,0,325556,19.37,,S
1115,0,3,"Taylor, Mr. Thomas",male,26.0,1,1,169371,9.25,,S
1116,0,3,"Wilson, Mrs. Mary",female,15.3,0,0,343772,4.04,,C
1117,1,1,"Andersson, Mrs. Helen",female,,2,0,259433,98.0,D74,C
1118,1,3,"Murphy, Mrs. Anna",female,18.7,0,0,153224,34.32,,S
1119,0,2,"Jones, Mr. Albert",male,26.3,0,2,346094,5.33,,Q
1120,1,1,"Jones, Mrs. Nellie",female,38.3,0,0,311574,73.96,,S
1121,0,3,"Nilsson, Mr. Henry",male,31.6,1,1,221730,18.66,,Q
1122,1,3,"Wilson, Mr. Arthur",male,51.5,2,2,391438,32.86,,C
1123,0,3,"Smith, Mr. Albert",male,14.5,2,0,213868,1.7,,S
1124,1,3,"Sullivan, Mrs. Margaret",female,41.3,0,0,164985,17.11,,C
1125,1,3,"Carlsson, Mrs. Florence",female,29.7,2,1,224983,32.4,,S
1126,1,3,"Andersson, Mrs. Alice",female,38.7,0,0,265056,20.23,,S
1127,0,1,"Clark, Mr. John",male,22.9,0,0,301382,41.88,,Q
1128,0,2,"Clark, Mr. Albert",male,,0,0,171957,18.66,,S
1129,0,2,"Davis, Mr. Albert",male,33.1,0,1,272965,33.4,,S
1130,0,2,"Carlsson, Mr. George",male,19.5,0,3,343203,35.04,E110,S
1131,1,3,"Nilsson, Mr. George",male,28.8,0,2,103023,19.98,,S
1132,1,3,"Larsson, Mrs. Nellie",female,25.6,2,0,315128,13.41,,C
1133,0,1,"Jones, Mr. Thomas",male,35.8,0,0,284827,65.36,E80,Q
1134,1,2,"Nilsson, Mr. Joseph",male,12.5,0,0,188336,36.81,,S
1135,0,3,"Larsson, Mr. James",male,28.6,2,0,193249,16.14,,S
1136,1,1,"Miller, Mr. Henry",male,34.5,0,1,197006,78.49,,S
1137,0,3,"Carlsson, Mr. Walter",male,,0,0,113804,6.29,,S
1138,1,3,"Carlsson, Mrs. Alice",female,47.9,1,0,272249,5.95,,S
1139,0,3,"Smith, Mr. Henry",male,,0,0,234576,10.92,,S
1140,1,3,"Sullivan, Mrs. Clara",female,28.9,1,1,266971,17.93,,S
1141,0,3,"Williams, Mr. Robert",male,32.0,0,0,328213,17.02,,S
1142,0,2,"Miller, Mr. Thomas",male,33.1,1,0,385096,24.37,,Q
1143,0,3,"Moore, Mr. William",male,34.6,0,0,238440,12.25,,C
1144,1,3,"Wilson, Mrs. Rose",female,3.4,0,0,221064,23.1,,C
1145,1,2,"Johnson, Mrs. Emma",female,24.8,0,3,292673,39.26,E68,S
1146,0,3,"Kelly, Mr. William",male,8.2,0,1,251529,4.38,,C
1147,1,3,"Murphy, Mr. Henry",male,46.9,0,0,166819,7.25,,Q
1148,0,3,"Brown, Mr. Harry",male,28.1,3,1,280582,42.44,,Q
1149,0,3,"Moore, Mr. Thomas",male,26.3,1,0,151425,10.39,,S
1150,0,3,"Davis, Mrs. Ada",female,41.6,0,1,180136,10.62,,S
1151,0,3,"Kelly, Mr. Thomas",male,34.9,2,0,313060,5.85,,S
1152,0,3,"Jones, Mr. Charles",male,,0,1,380553,23.52,,S
1153,0,3,"Smith, Mr. Henry",male,,0,0,272040,49.56,,Q
1154,0,3,"Taylor, Mr. Robert",male,24.3,0,0,240056,5.86,,S
1155,1,3,"Larsson, Mr. William",male,4.6,0,0,313137,24.55,,S
1156,0,3,"Davis, Mr. Albert",male,19.3,1,0,247898,5.15,,S
1157,1,1,"Carlsson, Mrs. Bertha",female,26.4,0,0,362090,135.39,,S
1158,1,3,"Clark, Mrs. Ada",female,,0,0,214337,5.25,,Q
1159,0,3,"Kelly, Mr. Charles",male,8.2,1,0,387028,1.56,,S
1160,1,1,"Peterson, Mrs. Alice",female,45.1,2,0,342145,258.19,,S
1161,0,3,"Carlsson, Mr. William",male,27.6,2,0,165326,8.02,,S
1162,0,1,"O'Brien, Mr. Arthur",male,,0,1,203831,18.38,D148,S
1163,0,2,"Miller, Mr. Robert",male,,0,0,294801,20.07,,C
1164,0,3,"Carlsson, Mr. Harry",male,18.0,0,0,384216,18.12,,C
1165,0,1,"Peterson, Mr. Walter",male,35.4,0,2,210273,154.78,,S
1166,0,3,"Murphy, Mr. Harry",male,23.9,2,0,189491,9.95,,Q
1167,0,3,"Brown, Mr. Charles",male,16.4,2,0,317032,9.49,,S
1168,1,3,"Murphy, Mrs. Ada",female,37.0,2,0,200722,8.11,,S
1169,0,1,"Davis, Mr. Robert",male,49.9,0,0,184641,76.34,,Q
1170,0,2,"Jones, Mr. Harry",male,39.1,1,0,374485,29.24,,S
1171,0,3,"Peterson, Mr. Edward",male,41.9,3,2,297184,15.02,,S
1172,0,3,"Kelly, Mr. Albert",male,21.7,0,0,100199,7.86,,S
1173,1,3,"Davis, Mr. Frank",male,6.6,0,1,286802,11.98,,C
1174,1,2,"Andersson, Mrs. Nellie",female,49.9,1,0,394696,5.79,,Q
1175,0,3,"Carlsson, Mr. John",male,57.8,0,0,125984,10.18,,S
1176,0,3,"Murphy, Mr. Henry",male,50.6,5,1,274744,9.11,,S
1177,0,3,"Williams, Mr. Charles",male,24.3,0,1,383187,25.38,,S
1178,0,1,"Murphy, Mr. Walter",male,,1,2,201623,82.35,,C
1179,0,3,"Williams, Mr. Charles",male,14.1,1,2,203494,10.29,,S
1180,0,3,"Williams, Mr. Albert",male,5.4,0,0,203055,11.41,,C
1181,0,3,"Clark, Mr. Joseph",male,27.5,1,0,131044,10.18,,C
1182,1,2,"Andersson, Mr. Robert",male,51.5,0,0,173732,6.93,,S
1183,0,3,"Larsson, Mr. Charles",male,27.0,0,0,305818,19.29,,S
1184,1,3,"Brown, Mrs. Clara",female,,0,0,269199,0.95,,S
1185,1,1,"Moore, Mr. William",male,48.3,0,0,197169,48.85,A134,S
1186,0,3,"Wilson, Mrs. Mary",female,23.3,1,0,351070,6.17,,S
1187,1,3,"Carlsson, Mrs. Rose",female,57.5,2,1,154277,8.12,,S
1188,1,1,"Jones, Mr. George",male,56.9,0,0,372282,116.4,,S
1189,0,2,"Brown, Mr. Walter",male,27.2,0,0,291413,15.51,,S
1190,0,3,"Sullivan, Mr. Walter",male,20.9,0,0,166974,11.54,,C
1191,1,1,"Murphy, Mrs. Clara",female,38.8,1,0,202335,111.74,,C
1192,0,3,"Taylor, Mr. George",male,24.1,3,0,237108,17.3,,Q
1193,1,2,"Miller, Mrs. Bertha",female,12.8,0,1,314029,24.57,,S
1194,1,3,"Wilson, Mrs. Rose",female,46.9,0,0,269167,11.69,,S
1195,1,1,"Johnson, Mrs. Margaret",female,,0,1,104857,149.21,E26,S
1196,0,3,"Johnson, Mr. Henry",male,31.2,0,0,184049,6.0,,S
1197,0,3,"Moore, Mr. William",male,11.3,1,0,186808,10.3,,S
1198,1,3,"Peterson, Mrs. Rose",female,11.8,0,0,365698,8.29,,S
1199,0,3,"Wilson, Mr. George",male,30.5,0,0,197670,8.64,,S
1200,1,1,"Jones, Mr. Frank",male,22.0,2,0,346658,32.79,,S
1201,1,3,"Taylor, Mrs. Ethel",female,24.2,1,0,371845,21.01,,S
1202,0,1,"Carlsson, Mr. Robert",male,43.3,1,0,211160,108.23,B46,S
1203,1,1,"O'Brien, Mrs. Anna",female,39.3,2,0,365619,61.76,,S
1204,1,2,"Larsson, Mrs. Margaret",female,48.3,5,3,266020,23.53,,C
1205,0,3,"Carlsson, Mr. Albert",male,,0,0,299447,21.9,,S
1206,0,3,"Williams, Mrs. Helen",female,,0,0,148190,31.9,,S
1207,0,3,"Johnson, Mr. Walter",male,39.6,0,0,333132,3.51,,S
1208,0,2,"Jones, Mr. Joseph",male,35.3,1,0,337995,15.85,,S
1209,0,2,"Jones, Mr. Robert",male,50.5,0,0,378871,39.27,,C
